"gene","hgnc_symbol","description","gene_biotype"
"ENSG00000137500","CCDC90B","coiled-coil domain containing 90B [Source:HGNC Symbol;Acc:HGNC:28108]","protein_coding"
"ENSG00000137501","SYTL2","synaptotagmin like 2 [Source:HGNC Symbol;Acc:HGNC:15585]","protein_coding"
"ENSG00000137502","RAB30","RAB30, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9770]","protein_coding"
"ENSG00000137504","CREBZF","CREB/ATF bZIP transcription factor [Source:HGNC Symbol;Acc:HGNC:24905]","protein_coding"
"ENSG00000137507","LRRC32","leucine rich repeat containing 32 [Source:HGNC Symbol;Acc:HGNC:4161]","protein_coding"
"ENSG00000137509","PRCP","prolylcarboxypeptidase [Source:HGNC Symbol;Acc:HGNC:9344]","protein_coding"
"ENSG00000137513","NARS2","asparaginyl-tRNA synthetase 2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:26274]","protein_coding"
"ENSG00000137522","RNF121","ring finger protein 121 [Source:HGNC Symbol;Acc:HGNC:21070]","protein_coding"
"ENSG00000137547","MRPL15","mitochondrial ribosomal protein L15 [Source:HGNC Symbol;Acc:HGNC:14054]","protein_coding"
"ENSG00000137558","PI15","peptidase inhibitor 15 [Source:HGNC Symbol;Acc:HGNC:8946]","protein_coding"
"ENSG00000137561","TTPA","alpha tocopherol transfer protein [Source:HGNC Symbol;Acc:HGNC:12404]","protein_coding"
"ENSG00000137563","GGH","gamma-glutamyl hydrolase [Source:HGNC Symbol;Acc:HGNC:4248]","protein_coding"
"ENSG00000137571","SLCO5A1","solute carrier organic anion transporter family member 5A1 [Source:HGNC Symbol;Acc:HGNC:19046]","protein_coding"
"ENSG00000137573","SULF1","sulfatase 1 [Source:HGNC Symbol;Acc:HGNC:20391]","protein_coding"
"ENSG00000137574","TGS1","trimethylguanosine synthase 1 [Source:HGNC Symbol;Acc:HGNC:17843]","protein_coding"
"ENSG00000137575","SDCBP","syndecan binding protein [Source:HGNC Symbol;Acc:HGNC:10662]","protein_coding"
"ENSG00000137601","NEK1","NIMA related kinase 1 [Source:HGNC Symbol;Acc:HGNC:7744]","protein_coding"
"ENSG00000137628","DDX60","DExD/H-box helicase 60 [Source:HGNC Symbol;Acc:HGNC:25942]","protein_coding"
"ENSG00000137642","SORL1","sortilin related receptor 1 [Source:HGNC Symbol;Acc:HGNC:11185]","protein_coding"
"ENSG00000137656","BUD13","BUD13 homolog [Source:HGNC Symbol;Acc:HGNC:28199]","protein_coding"
"ENSG00000137672","TRPC6","transient receptor potential cation channel subfamily C member 6 [Source:HGNC Symbol;Acc:HGNC:12338]","protein_coding"
"ENSG00000137691","CFAP300","cilia and flagella associated protein 300 [Source:HGNC Symbol;Acc:HGNC:28188]","protein_coding"
"ENSG00000137692","DCUN1D5","defective in cullin neddylation 1 domain containing 5 [Source:HGNC Symbol;Acc:HGNC:28409]","protein_coding"
"ENSG00000137693","YAP1","Yes1 associated transcriptional regulator [Source:HGNC Symbol;Acc:HGNC:16262]","protein_coding"
"ENSG00000137699","TRIM29","tripartite motif containing 29 [Source:HGNC Symbol;Acc:HGNC:17274]","protein_coding"
"ENSG00000137700","SLC37A4","solute carrier family 37 member 4 [Source:HGNC Symbol;Acc:HGNC:4061]","protein_coding"
"ENSG00000137710","RDX","radixin [Source:HGNC Symbol;Acc:HGNC:9944]","protein_coding"
"ENSG00000137713","PPP2R1B","protein phosphatase 2 scaffold subunit Abeta [Source:HGNC Symbol;Acc:HGNC:9303]","protein_coding"
"ENSG00000137714","FDX1","ferredoxin 1 [Source:HGNC Symbol;Acc:HGNC:3638]","protein_coding"
"ENSG00000137720","C11orf1","chromosome 11 open reading frame 1 [Source:HGNC Symbol;Acc:HGNC:1163]","protein_coding"
"ENSG00000137726","FXYD6","FXYD domain containing ion transport regulator 6 [Source:HGNC Symbol;Acc:HGNC:4030]","protein_coding"
"ENSG00000137727","ARHGAP20","Rho GTPase activating protein 20 [Source:HGNC Symbol;Acc:HGNC:18357]","protein_coding"
"ENSG00000137731","FXYD2","FXYD domain containing ion transport regulator 2 [Source:HGNC Symbol;Acc:HGNC:4026]","protein_coding"
"ENSG00000137752","CASP1","caspase 1 [Source:HGNC Symbol;Acc:HGNC:1499]","protein_coding"
"ENSG00000137760","ALKBH8","alkB homolog 8, tRNA methyltransferase [Source:HGNC Symbol;Acc:HGNC:25189]","protein_coding"
"ENSG00000137764","MAP2K5","mitogen-activated protein kinase kinase 5 [Source:HGNC Symbol;Acc:HGNC:6845]","protein_coding"
"ENSG00000137766","UNC13C","unc-13 homolog C [Source:HGNC Symbol;Acc:HGNC:23149]","protein_coding"
"ENSG00000137767","SQOR","sulfide quinone oxidoreductase [Source:HGNC Symbol;Acc:HGNC:20390]","protein_coding"
"ENSG00000137770","CTDSPL2","CTD small phosphatase like 2 [Source:HGNC Symbol;Acc:HGNC:26936]","protein_coding"
"ENSG00000137776","SLTM","SAFB like transcription modulator [Source:HGNC Symbol;Acc:HGNC:20709]","protein_coding"
"ENSG00000137801","THBS1","thrombospondin 1 [Source:HGNC Symbol;Acc:HGNC:11785]","protein_coding"
"ENSG00000137802","MAPKBP1","mitogen-activated protein kinase binding protein 1 [Source:HGNC Symbol;Acc:HGNC:29536]","protein_coding"
"ENSG00000137806","NDUFAF1","NADH:ubiquinone oxidoreductase complex assembly factor 1 [Source:HGNC Symbol;Acc:HGNC:18828]","protein_coding"
"ENSG00000137807","KIF23","kinesin family member 23 [Source:HGNC Symbol;Acc:HGNC:6392]","protein_coding"
"ENSG00000137809","ITGA11","integrin subunit alpha 11 [Source:HGNC Symbol;Acc:HGNC:6136]","protein_coding"
"ENSG00000137812","KNL1","kinetochore scaffold 1 [Source:HGNC Symbol;Acc:HGNC:24054]","protein_coding"
"ENSG00000137814","HAUS2","HAUS augmin like complex subunit 2 [Source:HGNC Symbol;Acc:HGNC:25530]","protein_coding"
"ENSG00000137815","RTF1","RTF1 homolog, Paf1/RNA polymerase II complex component [Source:HGNC Symbol;Acc:HGNC:28996]","protein_coding"
"ENSG00000137817","PARP6","poly(ADP-ribose) polymerase family member 6 [Source:HGNC Symbol;Acc:HGNC:26921]","protein_coding"
"ENSG00000137818","RPLP1","ribosomal protein lateral stalk subunit P1 [Source:HGNC Symbol;Acc:HGNC:10372]","protein_coding"
"ENSG00000137819","PAQR5","progestin and adipoQ receptor family member 5 [Source:HGNC Symbol;Acc:HGNC:29645]","protein_coding"
"ENSG00000137821","LRRC49","leucine rich repeat containing 49 [Source:HGNC Symbol;Acc:HGNC:25965]","protein_coding"
"ENSG00000137822","TUBGCP4","tubulin gamma complex associated protein 4 [Source:HGNC Symbol;Acc:HGNC:16691]","protein_coding"
"ENSG00000137824","RMDN3","regulator of microtubule dynamics 3 [Source:HGNC Symbol;Acc:HGNC:25550]","protein_coding"
"ENSG00000137825","ITPKA","inositol-trisphosphate 3-kinase A [Source:HGNC Symbol;Acc:HGNC:6178]","protein_coding"
"ENSG00000137831","UACA","uveal autoantigen with coiled-coil domains and ankyrin repeats [Source:HGNC Symbol;Acc:HGNC:15947]","protein_coding"
"ENSG00000137834","SMAD6","SMAD family member 6 [Source:HGNC Symbol;Acc:HGNC:6772]","protein_coding"
"ENSG00000137841","PLCB2","phospholipase C beta 2 [Source:HGNC Symbol;Acc:HGNC:9055]","protein_coding"
"ENSG00000137842","TMEM62","transmembrane protein 62 [Source:HGNC Symbol;Acc:HGNC:26269]","protein_coding"
"ENSG00000137843","PAK6","p21 (RAC1) activated kinase 6 [Source:HGNC Symbol;Acc:HGNC:16061]","protein_coding"
"ENSG00000137845","ADAM10","ADAM metallopeptidase domain 10 [Source:HGNC Symbol;Acc:HGNC:188]","protein_coding"
"ENSG00000137857","DUOX1","dual oxidase 1 [Source:HGNC Symbol;Acc:HGNC:3062]","protein_coding"
"ENSG00000137860","SLC28A2","solute carrier family 28 member 2 [Source:HGNC Symbol;Acc:HGNC:11002]","protein_coding"
"ENSG00000137868","STRA6","signaling receptor and transporter of retinol STRA6 [Source:HGNC Symbol;Acc:HGNC:30650]","protein_coding"
"ENSG00000137871","ZNF280D","zinc finger protein 280D [Source:HGNC Symbol;Acc:HGNC:25953]","protein_coding"
"ENSG00000137872","SEMA6D","semaphorin 6D [Source:HGNC Symbol;Acc:HGNC:16770]","protein_coding"
"ENSG00000137875","BCL2L10","BCL2 like 10 [Source:HGNC Symbol;Acc:HGNC:993]","protein_coding"
"ENSG00000137876","RSL24D1","ribosomal L24 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:18479]","protein_coding"
"ENSG00000137877","SPTBN5","spectrin beta, non-erythrocytic 5 [Source:HGNC Symbol;Acc:HGNC:15680]","protein_coding"
"ENSG00000137878","GCOM1","GCOM1, MYZAP-POLR2M combined locus [Source:HGNC Symbol;Acc:HGNC:26424]","protein_coding"
"ENSG00000137880","GCHFR","GTP cyclohydrolase I feedback regulator [Source:HGNC Symbol;Acc:HGNC:4194]","protein_coding"
"ENSG00000137936","BCAR3","BCAR3 adaptor protein, NSP family member [Source:HGNC Symbol;Acc:HGNC:973]","protein_coding"
"ENSG00000137941","TTLL7","tubulin tyrosine ligase like 7 [Source:HGNC Symbol;Acc:HGNC:26242]","protein_coding"
"ENSG00000137942","FNBP1L","formin binding protein 1 like [Source:HGNC Symbol;Acc:HGNC:20851]","protein_coding"
"ENSG00000137944","KYAT3","kynurenine aminotransferase 3 [Source:HGNC Symbol;Acc:HGNC:33238]","protein_coding"
"ENSG00000137947","GTF2B","general transcription factor IIB [Source:HGNC Symbol;Acc:HGNC:4648]","protein_coding"
"ENSG00000137955","RABGGTB","Rab geranylgeranyltransferase subunit beta [Source:HGNC Symbol;Acc:HGNC:9796]","protein_coding"
"ENSG00000137959","IFI44L","interferon induced protein 44 like [Source:HGNC Symbol;Acc:HGNC:17817]","protein_coding"
"ENSG00000137960","GIPC2","GIPC PDZ domain containing family member 2 [Source:HGNC Symbol;Acc:HGNC:18177]","protein_coding"
"ENSG00000137962","ARHGAP29","Rho GTPase activating protein 29 [Source:HGNC Symbol;Acc:HGNC:30207]","protein_coding"
"ENSG00000137965","IFI44","interferon induced protein 44 [Source:HGNC Symbol;Acc:HGNC:16938]","protein_coding"
"ENSG00000137968","SLC44A5","solute carrier family 44 member 5 [Source:HGNC Symbol;Acc:HGNC:28524]","protein_coding"
"ENSG00000137992","DBT","dihydrolipoamide branched chain transacylase E2 [Source:HGNC Symbol;Acc:HGNC:2698]","protein_coding"
"ENSG00000137996","RTCA","RNA 3'-terminal phosphate cyclase [Source:HGNC Symbol;Acc:HGNC:17981]","protein_coding"
"ENSG00000138002","IFT172","intraflagellar transport 172 [Source:HGNC Symbol;Acc:HGNC:30391]","protein_coding"
"ENSG00000138018","SELENOI","selenoprotein I [Source:HGNC Symbol;Acc:HGNC:29361]","protein_coding"
"ENSG00000138028","CGREF1","cell growth regulator with EF-hand domain 1 [Source:HGNC Symbol;Acc:HGNC:16962]","protein_coding"
"ENSG00000138029","HADHB","hydroxyacyl-CoA dehydrogenase trifunctional multienzyme complex subunit beta [Source:HGNC Symbol;Acc:HGNC:4803]","protein_coding"
"ENSG00000138030","KHK","ketohexokinase [Source:HGNC Symbol;Acc:HGNC:6315]","protein_coding"
"ENSG00000138031","ADCY3","adenylate cyclase 3 [Source:HGNC Symbol;Acc:HGNC:234]","protein_coding"
"ENSG00000138032","PPM1B","protein phosphatase, Mg2+/Mn2+ dependent 1B [Source:HGNC Symbol;Acc:HGNC:9276]","protein_coding"
"ENSG00000138035","PNPT1","polyribonucleotide nucleotidyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:23166]","protein_coding"
"ENSG00000138036","DYNC2LI1","dynein cytoplasmic 2 light intermediate chain 1 [Source:HGNC Symbol;Acc:HGNC:24595]","protein_coding"
"ENSG00000138050","THUMPD2","THUMP domain containing 2 [Source:HGNC Symbol;Acc:HGNC:14890]","protein_coding"
"ENSG00000138061","CYP1B1","cytochrome P450 family 1 subfamily B member 1 [Source:HGNC Symbol;Acc:HGNC:2597]","protein_coding"
"ENSG00000138069","RAB1A","RAB1A, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9758]","protein_coding"
"ENSG00000138071","ACTR2","actin related protein 2 [Source:HGNC Symbol;Acc:HGNC:169]","protein_coding"
"ENSG00000138073","PREB","prolactin regulatory element binding [Source:HGNC Symbol;Acc:HGNC:9356]","protein_coding"
"ENSG00000138074","SLC5A6","solute carrier family 5 member 6 [Source:HGNC Symbol;Acc:HGNC:11041]","protein_coding"
"ENSG00000138075","ABCG5","ATP binding cassette subfamily G member 5 [Source:HGNC Symbol;Acc:HGNC:13886]","protein_coding"
"ENSG00000138078","PREPL","prolyl endopeptidase like [Source:HGNC Symbol;Acc:HGNC:30228]","protein_coding"
"ENSG00000138079","SLC3A1","solute carrier family 3 member 1 [Source:HGNC Symbol;Acc:HGNC:11025]","protein_coding"
"ENSG00000138080","EMILIN1","elastin microfibril interfacer 1 [Source:HGNC Symbol;Acc:HGNC:19880]","protein_coding"
"ENSG00000138081","FBXO11","F-box protein 11 [Source:HGNC Symbol;Acc:HGNC:13590]","protein_coding"
"ENSG00000138083","SIX3","SIX homeobox 3 [Source:HGNC Symbol;Acc:HGNC:10889]","protein_coding"
"ENSG00000138085","ATRAID","all-trans retinoic acid induced differentiation factor [Source:HGNC Symbol;Acc:HGNC:24090]","protein_coding"
"ENSG00000138092","CENPO","centromere protein O [Source:HGNC Symbol;Acc:HGNC:28152]","protein_coding"
"ENSG00000138095","LRPPRC","leucine rich pentatricopeptide repeat containing [Source:HGNC Symbol;Acc:HGNC:15714]","protein_coding"
"ENSG00000138100","TRIM54","tripartite motif containing 54 [Source:HGNC Symbol;Acc:HGNC:16008]","protein_coding"
"ENSG00000138101","DTNB","dystrobrevin beta [Source:HGNC Symbol;Acc:HGNC:3058]","protein_coding"
"ENSG00000138107","ACTR1A","actin related protein 1A [Source:HGNC Symbol;Acc:HGNC:167]","protein_coding"
"ENSG00000138111","MFSD13A","major facilitator superfamily domain containing 13A [Source:HGNC Symbol;Acc:HGNC:26196]","protein_coding"
"ENSG00000138115","CYP2C8","cytochrome P450 family 2 subfamily C member 8 [Source:HGNC Symbol;Acc:HGNC:2622]","protein_coding"
"ENSG00000138119","MYOF","myoferlin [Source:HGNC Symbol;Acc:HGNC:3656]","protein_coding"
"ENSG00000138131","LOXL4","lysyl oxidase like 4 [Source:HGNC Symbol;Acc:HGNC:17171]","protein_coding"
"ENSG00000138134","STAMBPL1","STAM binding protein like 1 [Source:HGNC Symbol;Acc:HGNC:24105]","protein_coding"
"ENSG00000138135","CH25H","cholesterol 25-hydroxylase [Source:HGNC Symbol;Acc:HGNC:1907]","protein_coding"
"ENSG00000138138","ATAD1","ATPase family AAA domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25903]","protein_coding"
"ENSG00000138160","KIF11","kinesin family member 11 [Source:HGNC Symbol;Acc:HGNC:6388]","protein_coding"
"ENSG00000138162","TACC2","transforming acidic coiled-coil containing protein 2 [Source:HGNC Symbol;Acc:HGNC:11523]","protein_coding"
"ENSG00000138166","DUSP5","dual specificity phosphatase 5 [Source:HGNC Symbol;Acc:HGNC:3071]","protein_coding"
"ENSG00000138172","CALHM2","calcium homeostasis modulator family member 2 [Source:HGNC Symbol;Acc:HGNC:23493]","protein_coding"
"ENSG00000138175","ARL3","ADP ribosylation factor like GTPase 3 [Source:HGNC Symbol;Acc:HGNC:694]","protein_coding"
"ENSG00000138182","KIF20B","kinesin family member 20B [Source:HGNC Symbol;Acc:HGNC:7212]","protein_coding"
"ENSG00000138185","ENTPD1","ectonucleoside triphosphate diphosphohydrolase 1 [Source:HGNC Symbol;Acc:HGNC:3363]","protein_coding"
"ENSG00000138190","EXOC6","exocyst complex component 6 [Source:HGNC Symbol;Acc:HGNC:23196]","protein_coding"
"ENSG00000138193","PLCE1","phospholipase C epsilon 1 [Source:HGNC Symbol;Acc:HGNC:17175]","protein_coding"
"ENSG00000138207","RBP4","retinol binding protein 4 [Source:HGNC Symbol;Acc:HGNC:9922]","protein_coding"
"ENSG00000138231","DBR1","debranching RNA lariats 1 [Source:HGNC Symbol;Acc:HGNC:15594]","protein_coding"
"ENSG00000138246","DNAJC13","DnaJ heat shock protein family (Hsp40) member C13 [Source:HGNC Symbol;Acc:HGNC:30343]","protein_coding"
"ENSG00000138279","ANXA7","annexin A7 [Source:HGNC Symbol;Acc:HGNC:545]","protein_coding"
"ENSG00000138286","FAM149B1","family with sequence similarity 149 member B1 [Source:HGNC Symbol;Acc:HGNC:29162]","protein_coding"
"ENSG00000138303","ASCC1","activating signal cointegrator 1 complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:24268]","protein_coding"
"ENSG00000138311","ZNF365","zinc finger protein 365 [Source:HGNC Symbol;Acc:HGNC:18194]","protein_coding"
"ENSG00000138316","ADAMTS14","ADAM metallopeptidase with thrombospondin type 1 motif 14 [Source:HGNC Symbol;Acc:HGNC:14899]","protein_coding"
"ENSG00000138326","RPS24","ribosomal protein S24 [Source:HGNC Symbol;Acc:HGNC:10411]","protein_coding"
"ENSG00000138336","TET1","tet methylcytosine dioxygenase 1 [Source:HGNC Symbol;Acc:HGNC:29484]","protein_coding"
"ENSG00000138346","DNA2","DNA replication helicase/nuclease 2 [Source:HGNC Symbol;Acc:HGNC:2939]","protein_coding"
"ENSG00000138356","AOX1","aldehyde oxidase 1 [Source:HGNC Symbol;Acc:HGNC:553]","protein_coding"
"ENSG00000138363","ATIC","5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase/IMP cyclohydrolase [Source:HGNC Symbol;Acc:HGNC:794]","protein_coding"
"ENSG00000138375","SMARCAL1","SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a like 1 [Source:HGNC Symbol;Acc:HGNC:11102]","protein_coding"
"ENSG00000138376","BARD1","BRCA1 associated RING domain 1 [Source:HGNC Symbol;Acc:HGNC:952]","protein_coding"
"ENSG00000138378","STAT4","signal transducer and activator of transcription 4 [Source:HGNC Symbol;Acc:HGNC:11365]","protein_coding"
"ENSG00000138379","MSTN","myostatin [Source:HGNC Symbol;Acc:HGNC:4223]","protein_coding"
"ENSG00000138380","CARF","calcium responsive transcription factor [Source:HGNC Symbol;Acc:HGNC:14435]","protein_coding"
"ENSG00000138381","ASNSD1","asparagine synthetase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:24910]","protein_coding"
"ENSG00000138382","METTL5","methyltransferase 5, N6-adenosine [Source:HGNC Symbol;Acc:HGNC:25006]","protein_coding"
"ENSG00000138385","SSB","small RNA binding exonuclease protection factor La [Source:HGNC Symbol;Acc:HGNC:11316]","protein_coding"
"ENSG00000138386","NAB1","NGFI-A binding protein 1 [Source:HGNC Symbol;Acc:HGNC:7626]","protein_coding"
"ENSG00000138398","PPIG","peptidylprolyl isomerase G [Source:HGNC Symbol;Acc:HGNC:14650]","protein_coding"
"ENSG00000138399","FASTKD1","FAST kinase domains 1 [Source:HGNC Symbol;Acc:HGNC:26150]","protein_coding"
"ENSG00000138400","MDH1B","malate dehydrogenase 1B [Source:HGNC Symbol;Acc:HGNC:17836]","protein_coding"
"ENSG00000138411","HECW2","HECT, C2 and WW domain containing E3 ubiquitin protein ligase 2 [Source:HGNC Symbol;Acc:HGNC:29853]","protein_coding"
"ENSG00000138413","IDH1","isocitrate dehydrogenase (NADP(+)) 1 [Source:HGNC Symbol;Acc:HGNC:5382]","protein_coding"
"ENSG00000138430","OLA1","Obg like ATPase 1 [Source:HGNC Symbol;Acc:HGNC:28833]","protein_coding"
"ENSG00000138433","CIR1","corepressor interacting with RBPJ, CIR1 [Source:HGNC Symbol;Acc:HGNC:24217]","protein_coding"
"ENSG00000138434","ITPRID2","ITPR interacting domain containing 2 [Source:HGNC Symbol;Acc:HGNC:11319]","protein_coding"
"ENSG00000138435","CHRNA1","cholinergic receptor nicotinic alpha 1 subunit [Source:HGNC Symbol;Acc:HGNC:1955]","protein_coding"
"ENSG00000138439","FAM117B","family with sequence similarity 117 member B [Source:HGNC Symbol;Acc:HGNC:14440]","protein_coding"
"ENSG00000138442","WDR12","WD repeat domain 12 [Source:HGNC Symbol;Acc:HGNC:14098]","protein_coding"
"ENSG00000138443","ABI2","abl interactor 2 [Source:HGNC Symbol;Acc:HGNC:24011]","protein_coding"
"ENSG00000138448","ITGAV","integrin subunit alpha V [Source:HGNC Symbol;Acc:HGNC:6150]","protein_coding"
"ENSG00000138449","SLC40A1","solute carrier family 40 member 1 [Source:HGNC Symbol;Acc:HGNC:10909]","protein_coding"
"ENSG00000138459","SLC35A5","solute carrier family 35 member A5 [Source:HGNC Symbol;Acc:HGNC:20792]","protein_coding"
"ENSG00000138463","SLC49A4","solute carrier family 49 member 4 [Source:HGNC Symbol;Acc:HGNC:16628]","protein_coding"
"ENSG00000138468","SENP7","SUMO specific peptidase 7 [Source:HGNC Symbol;Acc:HGNC:30402]","protein_coding"
"ENSG00000138495","COX17","cytochrome c oxidase copper chaperone COX17 [Source:HGNC Symbol;Acc:HGNC:2264]","protein_coding"
"ENSG00000138496","PARP9","poly(ADP-ribose) polymerase family member 9 [Source:HGNC Symbol;Acc:HGNC:24118]","protein_coding"
"ENSG00000138587","MNS1","meiosis specific nuclear structural 1 [Source:HGNC Symbol;Acc:HGNC:29636]","protein_coding"
"ENSG00000138592","USP8","ubiquitin specific peptidase 8 [Source:HGNC Symbol;Acc:HGNC:12631]","protein_coding"
"ENSG00000138593","SECISBP2L","SECIS binding protein 2 like [Source:HGNC Symbol;Acc:HGNC:28997]","protein_coding"
"ENSG00000138594","TMOD3","tropomodulin 3 [Source:HGNC Symbol;Acc:HGNC:11873]","protein_coding"
"ENSG00000138600","SPPL2A","signal peptide peptidase like 2A [Source:HGNC Symbol;Acc:HGNC:30227]","protein_coding"
"ENSG00000138604","GLCE","glucuronic acid epimerase [Source:HGNC Symbol;Acc:HGNC:17855]","protein_coding"
